timestamp,service,level,message,user_id
2024-03-01 08:00:00,web,INFO,Retrying,111
2024-03-01 08:05:00,web,ERROR,Null pointer,115
2024-03-01 08:10:00,web,INFO,OK,119
2024-03-01 08:15:00,api,WARN,Null pointer,101
2024-03-01 08:20:00,etl,WARN,Null pointer,104
2024-03-01 08:25:00,etl,WARN,Started,103
2024-03-01 08:30:00,api,,Retrying,120
2024-03-01 08:35:00,etl,INFO,Completed,115
2024-03-01 08:40:00,db,INFO,Started,100
2024-03-01 08:45:00,api,INFO,Failed connection,113
2024-03-01 08:50:00,api,INFO,Retrying,103
2024-03-01 08:55:00,api,INFO,OK,118
2024-03-01 09:00:00,api,INFO,Retrying,104
2024-03-01 09:05:00,db,ERROR,Failed connection,104
2024-03-01 09:10:00,etl,ERROR,Failed connection,116
2024-03-01 09:15:00,etl,INFO,Failed connection,116
2024-03-01 09:20:00,web,INFO,Timeout,102
2024-03-01 09:25:00,api,ERROR,Completed,115
2024-03-01 09:30:00,etl,INFO,Null pointer,112
2024-03-01 09:35:00,etl,INFO,Retrying,112
2024-03-01 09:40:00,etl,INFO,Timeout,111
2024-03-01 09:45:00,,INFO,Null pointer,105
2024-03-01 09:50:00,web,INFO,Null pointer,110
2024-03-01 09:55:00,etl,ERROR,OK,113
2024-03-01 10:00:00,web,INFO,Failed connection,117
2024-03-01 10:05:00,api,INFO,Completed,109
2024-03-01 10:10:00,api,INFO,OK,113
2024-03-01 10:15:00,api,INFO,Started,110
2024-03-01 10:20:00,api,WARN,Timeout,101
2024-03-01 10:25:00,etl,WARN,Timeout,115
2024-03-01 10:30:00,web,WARN,Completed,101
2024-03-01 10:35:00,db,INFO,Null pointer,117
2024-03-01 10:40:00,etl,ERROR,Timeout,118
2024-03-01 10:45:00,etl,ERROR,Completed,102
2024-03-01 10:50:00,api,WARN,Timeout,101
2024-03-01 10:55:00,api,INFO,Timeout,114
2024-03-01 11:00:00,etl,INFO,Failed connection,110
2024-03-01 11:05:00,etl,INFO,Started,106
2024-03-01 11:10:00,web,WARN,Failed connection,115
2024-03-01 11:15:00,api,INFO,Started,105
2024-03-01 11:20:00,api,INFO,Timeout,109
2024-03-01 11:25:00,etl,ERROR,OK,116
2024-03-01 11:30:00,api,ERROR,Null pointer,
2024-03-01 11:35:00,api,ERROR,Timeout,101
2024-03-01 11:40:00,web,INFO,Started,102
2024-03-01 11:45:00,api,WARN,Started,111
2024-03-01 11:50:00,web,INFO,Started,104
2024-03-01 11:55:00,api,INFO,Timeout,112
2024-03-01 12:00:00,api,INFO,Completed,103
2024-03-01 12:05:00,etl,INFO,OK,114
2024-03-01 12:10:00,web,INFO,Completed,113
2024-03-01 12:15:00,etl,ERROR,Null pointer,113
2024-03-01 12:20:00,web,INFO,Timeout,102
2024-03-01 12:25:00,api,WARN,Started,106
2024-03-01 12:30:00,web,INFO,OK,114
2024-03-01 12:35:00,api,INFO,OK,114
2024-03-01 12:40:00,web,INFO,Retrying,102
2024-03-01 12:45:00,etl,INFO,Null pointer,111
2024-03-01 12:50:00,db,INFO,OK,111
2024-03-01 12:55:00,etl,INFO,Timeout,100
2024-03-01 13:00:00,api,INFO,Started,101
2024-03-01 13:05:00,api,INFO,Started,120
2024-03-01 13:10:00,web,INFO,OK,106
2024-03-01 13:15:00,etl,ERROR,Completed,113
2024-03-01 13:20:00,web,INFO,Null pointer,109
2024-03-01 13:25:00,api,WARN,Started,107
2024-03-01 13:30:00,api,WARN,OK,105
2024-03-01 13:35:00,api,ERROR,Started,111
2024-03-01 13:40:00,,ERROR,OK,100
2024-03-01 13:45:00,web,INFO,Null pointer,106
2024-03-01 13:50:00,db,WARN,OK,105
2024-03-01 13:55:00,api,ERROR,Retrying,110
2024-03-01 14:00:00,web,INFO,OK,117
2024-03-01 14:05:00,web,INFO,OK,105
2024-03-01 14:10:00,api,INFO,Timeout,108
2024-03-01 14:15:00,web,ERROR,Null pointer,114
2024-03-01 14:20:00,db,ERROR,Timeout,101
2024-03-01 14:25:00,db,INFO,OK,108
2024-03-01 14:30:00,web,INFO,Null pointer,104
2024-03-01 14:35:00,api,INFO,Retrying,116
